len(train_data) 70484
len(valid_data) 7832
len(test_data) 33541
len(vocab) 240055
Train started!
##############################
=================================
******************************
loss 4.39  [learning] epoch 0>> 6.56% completed in 43.59 (sec) <<
loss 5.15  [learning] epoch 0>> 6.58% completed in 43.81 (sec) <<
loss 5.23  [learning] epoch 0>> 6.61% completed in 43.99 (sec) <<
loss 4.16  [learning] epoch 0>> 6.63% completed in 44.18 (sec) <<
loss 4.55  [learning] epoch 0>> 6.65% completed in 44.37 (sec) <<
loss 4.97  [learning] epoch 0>> 6.67% completed in 44.54 (sec) <<
loss 5.05  [learning] epoch 0>> 6.70% completed in 44.67 (sec) <<
loss 4.76  [learning] epoch 0>> 6.72% completed in 44.88 (sec) <<
loss 3.40  [learning] epoch 0>> 6.74% completed in 45.02 (sec) <<
loss 4.25  [learning] epoch 0>> 6.76% completed in 45.17 (sec) <<
loss 5.12  [learning] epoch 0>> 6.79% completed in 45.30 (sec) <<
loss 4.23  [learning] epoch 0>> 6.81% completed in 45.45 (sec) <<
loss 5.23  [learning] epoch 0>> 6.83% completed in 45.57 (sec) <<
loss 5.69  [learning] epoch 0>> 6.86% completed in 45.75 (sec) <<
loss 7.06  [learning] epoch 0>> 6.88% completed in 45.93 (sec) <<
loss 4.51  [learning] epoch 0>> 6.90% completed in 46.16 (sec) <<
loss 4.97  [learning] epoch 0>> 6.92% completed in 46.32 (sec) <<
loss 4.55  [learning] epoch 0>> 6.95% completed in 46.47 (sec) <<
loss 4.14  [learning] epoch 0>> 6.97% completed in 46.56 (sec) <<
loss 4.31  [learning] epoch 0>> 6.99% completed in 46.75 (sec) <<
loss 6.26  [learning] epoch 0>> 7.01% completed in 46.90 (sec) <<
loss 5.05  [learning] epoch 0>> 7.04% completed in 47.07 (sec) <<
loss 5.33  [learning] epoch 0>> 7.06% completed in 47.27 (sec) <<
loss 5.07  [learning] epoch 0>> 7.08% completed in 47.44 (sec) <<
loss 3.87  [learning] epoch 0>> 7.11% completed in 47.63 (sec) <<
loss 4.84  [learning] epoch 0>> 7.13% completed in 47.83 (sec) <<
loss 4.38  [learning] epoch 0>> 7.15% completed in 48.05 (sec) <<
loss 4.12  [learning] epoch 0>> 7.17% completed in 48.20 (sec) <<
loss 6.14  [learning] epoch 0>> 7.20% completed in 48.36 (sec) <<
loss 3.94  [learning] epoch 0>> 7.22% completed in 48.51 (sec) <<
loss 5.97  [learning] epoch 0>> 7.24% completed in 48.67 (sec) <<
loss 5.09  [learning] epoch 0>> 7.26% completed in 48.81 (sec) <<
loss 5.46  [learning] epoch 0>> 7.29% completed in 48.92 (sec) <<
loss 4.78  [learning] epoch 0>> 7.31% completed in 49.07 (sec) <<
loss 4.91  [learning] epoch 0>> 7.33% completed in 49.22 (sec) <<
loss 4.90  [learning] epoch 0>> 7.35% completed in 49.43 (sec) <<
loss 3.55  [learning] epoch 0>> 7.38% completed in 49.55 (sec) <<
loss 5.59  [learning] epoch 0>> 7.40% completed in 49.78 (sec) <<
loss 3.59  [learning] epoch 0>> 7.42% completed in 49.96 (sec) <<
loss 5.18  [learning] epoch 0>> 7.45% completed in 50.13 (sec) <<
loss 4.00  [learning] epoch 0>> 7.47% completed in 50.34 (sec) <<
loss 5.40  [learning] epoch 0>> 7.49% completed in 50.53 (sec) <<
loss 5.53  [learning] epoch 0>> 7.51% completed in 50.73 (sec) <<
loss 4.79  [learning] epoch 0>> 7.54% completed in 50.89 (sec) <<
loss 4.26  [learning] epoch 0>> 7.56% completed in 51.00 (sec) <<
loss 4.87  [learning] epoch 0>> 7.58% completed in 51.18 (sec) <<
loss 4.74  [learning] epoch 0>> 7.60% completed in 51.32 (sec) <<
loss 3.20  [learning] epoch 0>> 7.63% completed in 51.50 (sec) <<
loss 5.17  [learning] epoch 0>> 7.65% completed in 51.62 (sec) <<
loss 3.86  [learning] epoch 0>> 7.67% completed in 51.70 (sec) <<
loss 5.82  [learning] epoch 0>> 7.70% completed in 51.90 (sec) <<
loss 5.11  [learning] epoch 0>> 7.72% completed in 52.01 (sec) <<
loss 4.30  [learning] epoch 0>> 7.74% completed in 52.10 (sec) <<
loss 4.43  [learning] epoch 0>> 7.76% completed in 52.26 (sec) <<
loss 6.11  [learning] epoch 0>> 7.79% completed in 52.37 (sec) <<
loss 4.65  [learning] epoch 0>> 7.81% completed in 52.56 (sec) <<
loss 6.46  [learning] epoch 0>> 7.83% completed in 52.65 (sec) <<
loss 3.94  [learning] epoch 0>> 7.85% completed in 52.76 (sec) <<
loss 4.50  [learning] epoch 0>> 7.88% completed in 52.88 (sec) <<
loss 4.32  [learning] epoch 0>> 7.90% completed in 52.98 (sec) <<
loss 5.43  [learning] epoch 0>> 7.92% completed in 53.07 (sec) <<
loss 3.83  [learning] epoch 0>> 7.95% completed in 53.18 (sec) <<
loss 5.31  [learning] epoch 0>> 7.97% completed in 53.34 (sec) <<
loss 4.05  [learning] epoch 0>> 7.99% completed in 53.45 (sec) <<
loss 5.11  [learning] epoch 0>> 8.01% completed in 53.66 (sec) <<
loss 3.88  [learning] epoch 0>> 8.04% completed in 53.82 (sec) <<
loss 4.96  [learning] epoch 0>> 8.06% completed in 54.00 (sec) <<
loss 4.33  [learning] epoch 0>> 8.08% completed in 54.13 (sec) <<
loss 5.00  [learning] epoch 0>> 8.10% completed in 54.24 (sec) <<
loss 4.22  [learning] epoch 0>> 8.13% completed in 54.34 (sec) <<
loss 4.83  [learning] epoch 0>> 8.15% completed in 54.49 (sec) <<
loss 4.28  [learning] epoch 0>> 8.17% completed in 54.60 (sec) <<
loss 5.02  [learning] epoch 0>> 8.19% completed in 54.74 (sec) <<
